"sites" "taxa" "age" "PAR" "lenght" "se" "V7"
"1293" "HOLT" "Betula" 8750 3346.45371890096 1 0 2
"1294" "HOLT" "Betula" 9250 2380.8141314867 2 394.49197666863 2
"1295" "HOLT" "Betula" 9750 1529.06937937516 2 326.98460580909 1
"1296" "HOLT" "Betula" 10250 824.633230171708 1 0 1
"1297" "HOLT" "Betula" 10750 1098.90274357348 1 0 1
"1298" "HOLT" "Carpinus" 200 0.605047453095944 7 0.393171236365898 1.1
"1299" "HOLT" "Carpinus" 750 4.71488170681946 4 0.489084834201109 1.1
"1300" "HOLT" "Carpinus" 1250 45.2453925966314 3 7.08254470212012 1.4
"1301" "HOLT" "Carpinus" 1750 22.98844462814 6 5.81644443967655 1.3
"1302" "HOLT" "Carpinus" 2250 9.5087066081375 5 4.74313542873353 1.2
"1303" "HOLT" "Carpinus" 2750 3.31274209921475 6 2.13641889873912 1.1
"1304" "HOLT" "Carpinus" 3250 10.3830443950075 5 2.77892789807795 1.2
"1305" "HOLT" "Carpinus" 3750 6.48722236845583 5 2.20739700975731 1.1
"1306" "HOLT" "Carpinus" 4250 1.08444699543983 5 1.08444699543983 1.1
"1307" "HOLT" "Carpinus" 4750 2.24985268194702 5 2.24985268194702 1.1
"1308" "HOLT" "Carpinus" 5250 0.812549688490104 5 0.812549688490104 1.1
"1320" "HOLT" "Corylus" 200 4.14979952557449 7 1.23147071161113 1
"1321" "HOLT" "Corylus" 750 27.5408014097709 4 6.92835520477752 1
"1322" "HOLT" "Corylus" 1250 38.3144872454077 3 8.84358646419994 1
"1323" "HOLT" "Corylus" 1750 91.0768822050347 6 20.3703205610996 1
"1324" "HOLT" "Corylus" 2250 131.79446550749 5 64.1299472122402 2
"1325" "HOLT" "Corylus" 2750 172.540246155273 6 37.2104457414339 2
"1326" "HOLT" "Corylus" 3250 176.432527673903 5 32.0632487959546 2
"1327" "HOLT" "Corylus" 3750 105.757396002952 5 16.2544414357942 2
"1328" "HOLT" "Corylus" 4250 181.728051242245 5 15.0819105069951 2
"1329" "HOLT" "Corylus" 4750 179.083662276587 5 31.4414336003903 2
"1330" "HOLT" "Corylus" 5250 141.801640887716 5 13.6735608474124 2
"1331" "HOLT" "Corylus" 5750 276.610981364931 5 17.4303732029257 2
"1332" "HOLT" "Corylus" 6250 327.843707112436 4 61.2851050573124 3
"1333" "HOLT" "Corylus" 6750 528.799583580711 4 46.3652337705713 3
"1334" "HOLT" "Corylus" 7250 800.941612627159 3 84.7359935154847 4
"1335" "HOLT" "Corylus" 7750 773.479707888791 3 138.67564469959 4
"1336" "HOLT" "Corylus" 8250 467.958298153448 2 133.996869515304 3
"1337" "HOLT" "Corylus" 8750 354.186707474919 1 0 3
"1338" "HOLT" "Corylus" 9250 298.658901061109 2 42.472474732984 3
"1339" "HOLT" "Corylus" 9750 284.240878237567 2 36.5585759918105 2
"1340" "HOLT" "Corylus" 10250 161.010182144344 1 0 2
"1341" "HOLT" "Corylus" 10750 85.4438418329273 1 0 1
"1342" "HOLT" "Cyperaceae" 200 31.4020288722617 7 4.51041001171658 1.1
"1343" "HOLT" "Cyperaceae" 750 42.5652625244652 4 8.17082367672396 1.1
"1344" "HOLT" "Cyperaceae" 1250 27.8847817425637 3 11.3408544110597 1.1
"1345" "HOLT" "Cyperaceae" 1750 54.7021330187523 6 10.7587333761271 1.2
"1346" "HOLT" "Cyperaceae" 2250 18.7401957831159 5 7.22113248523189 1.1
"1347" "HOLT" "Cyperaceae" 2750 23.525113092911 6 6.1889455254176 1.1
"1348" "HOLT" "Cyperaceae" 3250 24.2840129347051 5 3.7850725135061 1.1
"1349" "HOLT" "Cyperaceae" 3750 28.4018191272117 5 3.07065813370388 1.1
"1350" "HOLT" "Cyperaceae" 4250 22.68247291326 5 3.52606577777515 1.1
"1351" "HOLT" "Cyperaceae" 4750 21.8525711465145 5 3.79101701601344 1.1
"1352" "HOLT" "Cyperaceae" 5250 21.457019653794 5 3.86261700645044 1.1
"1353" "HOLT" "Cyperaceae" 5750 37.1075592022579 5 9.12501617250097 1.1
"1354" "HOLT" "Cyperaceae" 6250 21.3409103298501 4 9.29053391344742 1.1
"1355" "HOLT" "Cyperaceae" 6750 28.7670803165705 4 3.92258215521292 1.1
"1356" "HOLT" "Cyperaceae" 7250 51.9976653482989 3 5.69320638947113 1.2
"1357" "HOLT" "Cyperaceae" 7750 35.4495225025735 3 18.9475618932793 1.1
"1358" "HOLT" "Cyperaceae" 8250 42.1317080110621 2 7.3440591945888 1.1
"1359" "HOLT" "Cyperaceae" 8750 6.10666737025722 1 0 1.1
"1360" "HOLT" "Cyperaceae" 9250 15.6916377887559 2 1.65402538721485 1.1
"1361" "HOLT" "Cyperaceae" 9750 26.8346719252485 2 3.71765704897795 1.1
"1362" "HOLT" "Cyperaceae" 10250 45.6920787166382 1 0 1.1
"1363" "HOLT" "Cyperaceae" 10750 23.7344005091465 1 0 1.1
"1364" "HOLT" "Fagus" 200 1.18411924956068 7 0.478127036693541 1.1
"1365" "HOLT" "Fagus" 750 5.89581985518822 4 2.29160437298485 1.1
"1366" "HOLT" "Fagus" 1250 5.9035702357427 3 5.9035702357427 1.1
"1367" "HOLT" "Fagus" 1750 3.8691003619846 6 1.74418857034803 1.1
"1368" "HOLT" "Fagus" 2250 8.2152200848647 5 4.02653235422189 1.1
"1369" "HOLT" "Fagus" 2750 3.72347509423308 6 1.72572783061565 1.1
"1370" "HOLT" "Fagus" 3250 3.63514630937774 5 1.52084058587752 1.1
"1371" "HOLT" "Fagus" 3750 2.2847422818268 5 1.3991505346379 1.1
"1372" "HOLT" "Fagus" 4250 0.999043457286476 5 0.999043457286476 1.1
"1386" "HOLT" "Fraxinus" 200 0.605047453095944 7 0.393171236365898 1.1
"1387" "HOLT" "Fraxinus" 750 5.50594737591913 4 2.73984765081002 1.1
"1388" "HOLT" "Fraxinus" 1250 22.7209920060302 3 12.4964547581449 1.1
"1389" "HOLT" "Fraxinus" 1750 18.3707248398558 6 6.53681164705092 1.1
"1390" "HOLT" "Fraxinus" 2250 8.61399476334194 5 4.80153222815244 1.1
"1391" "HOLT" "Fraxinus" 2750 22.0317337620149 6 7.34142539658842 1.1
"1392" "HOLT" "Fraxinus" 3250 22.2613661721191 5 4.55344287596956 1.1
"1393" "HOLT" "Fraxinus" 3750 30.2680913053691 5 9.50766839036265 1.2
"1394" "HOLT" "Fraxinus" 4250 27.98311609085 5 5.37201205938514 1.2
"1395" "HOLT" "Fraxinus" 4750 30.7188883774677 5 7.5942637305927 1.2
"1396" "HOLT" "Fraxinus" 5250 32.2424762302107 5 6.8931250592521 1.2
"1397" "HOLT" "Fraxinus" 5750 36.8312857235448 5 8.99519011094033 1.2
"1398" "HOLT" "Fraxinus" 6250 36.618827600434 4 11.2191107002793 1.2
"1399" "HOLT" "Fraxinus" 6750 22.1644061293633 4 7.76557252663561 1.1
"1400" "HOLT" "Fraxinus" 7250 46.3414719512274 3 9.46958813337437 1.2
"1401" "HOLT" "Fraxinus" 7750 23.0680998628846 3 4.56364975877154 1.1
"1402" "HOLT" "Fraxinus" 8250 15.8477066830601 2 8.89017691976542 1.1
"1405" "HOLT" "Fraxinus" 9750 7.6380822435566 2 7.6380822435566 1.1
"1407" "HOLT" "Fraxinus" 10750 2.37344005091465 1 0 1.1
"1408" "HOLT" "Juniperus" 200 98.3603418561215 7 20.7215416276925 2
"1409" "HOLT" "Juniperus" 750 71.6580951714173 4 13.7799033192369 1
"1410" "HOLT" "Juniperus" 1250 9.43014082099803 3 6.56928826231039 1
"1411" "HOLT" "Juniperus" 1750 14.4039633564757 6 7.81272356602985 1
"1412" "HOLT" "Juniperus" 2250 18.9641519862938 5 8.93762051015348 1
"1413" "HOLT" "Juniperus" 2750 35.3101522485831 6 10.3677410608643 1
"1414" "HOLT" "Juniperus" 3250 15.3283083690899 5 7.55615552174521 1
"1415" "HOLT" "Juniperus" 3750 32.5833035831832 5 15.4646271412726 1
"1416" "HOLT" "Juniperus" 4250 16.0717433790189 5 9.91870573554642 1
"1417" "HOLT" "Juniperus" 4750 21.4091219133554 5 10.4501536722555 1
"1418" "HOLT" "Juniperus" 5250 20.6664887112419 5 6.37123249594311 1
"1419" "HOLT" "Juniperus" 5750 12.5962794128626 5 4.3515176396436 1
"1420" "HOLT" "Juniperus" 6250 9.54052928422535 4 7.46297784939651 1
"1421" "HOLT" "Juniperus" 6750 4.80623350216832 4 1.60488552227704 1
"1423" "HOLT" "Juniperus" 7750 10.5153195632397 3 6.23907284193123 1
"1424" "HOLT" "Juniperus" 8250 3.47876488164733 2 3.47876488164733 1
"1425" "HOLT" "Juniperus" 8750 12.2133347405144 1 0 1
"1426" "HOLT" "Juniperus" 9250 8.6728315879854 2 8.6728315879854 1
"1427" "HOLT" "Juniperus" 9750 3.81904112177829 2 3.81904112177829 1
"1428" "HOLT" "Juniperus" 10250 4.35162654444173 1 0 1
"1429" "HOLT" "Juniperus" 10750 2.37344005091465 1 0 1
"1430" "HOLT" "Picea" 200 221.855521304187 7 38.8922008757689 1
"1431" "HOLT" "Picea" 750 537.57822042358 4 89.129581403656 2
"1432" "HOLT" "Picea" 1250 1425.44557484288 3 100.548646525256 4
"1433" "HOLT" "Picea" 1750 1150.58771767177 6 92.7642617629263 3
"1434" "HOLT" "Picea" 2250 531.088875334032 5 166.054316373079 2
"1435" "HOLT" "Picea" 2750 38.2720385554986 6 13.1787026664076 1
"1436" "HOLT" "Picea" 3250 12.8900768800457 5 6.08354704524213 1
"1437" "HOLT" "Picea" 3750 2.21069763614092 5 1.35551533851201 1
"1438" "HOLT" "Picea" 4250 5.19069804513699 5 1.7176344537298 1
"1439" "HOLT" "Picea" 4750 4.7178828025369 5 2.17655147378871 1
"1440" "HOLT" "Picea" 5250 3.43693970756 5 3.43693970756 1
"1441" "HOLT" "Picea" 5750 2.86855362985752 5 1.82335701332232 1
"1442" "HOLT" "Picea" 6250 1.15482559022187 4 1.15482559022187 1
"1445" "HOLT" "Picea" 7750 2.77170851736294 3 2.77170851736294 1
"1451" "HOLT" "Picea" 10750 4.7468801018293 1 0 1
"1452" "HOLT" "Pinus" 200 1375.55878513424 7 148.903543960014 2
"1453" "HOLT" "Pinus" 750 3647.60993899843 4 193.045198719332 3
"1454" "HOLT" "Pinus" 1250 4928.72216191949 3 279.84498759133 3
"1455" "HOLT" "Pinus" 1750 4435.61955426862 6 367.675992964324 3
"1456" "HOLT" "Pinus" 2250 4493.65505752545 5 302.230491410689 3
"1457" "HOLT" "Pinus" 2750 5084.29509609061 6 440.064377879816 3
"1458" "HOLT" "Pinus" 3250 3955.86690320501 5 220.543250448324 3
"1459" "HOLT" "Pinus" 3750 3624.82331833961 5 426.036584566017 3
"1460" "HOLT" "Pinus" 4250 3129.12804178221 5 176.126864062548 3
"1461" "HOLT" "Pinus" 4750 3499.28702872245 5 431.868032967841 3
"1462" "HOLT" "Pinus" 5250 2786.10427216324 5 234.791646654626 2
"1463" "HOLT" "Pinus" 5750 3264.12835122772 5 336.329672578729 3
"1464" "HOLT" "Pinus" 6250 3483.46677300082 4 383.902477869947 3
"1465" "HOLT" "Pinus" 6750 3149.52465367887 4 180.712034773555 3
"1466" "HOLT" "Pinus" 7250 4058.76254078285 3 302.048681222153 3
"1467" "HOLT" "Pinus" 7750 4256.70764039264 3 344.201919700829 3
"1468" "HOLT" "Pinus" 8250 3732.07050228876 2 935.14353744431 3
"1469" "HOLT" "Pinus" 8750 3151.04036305273 1 0 3
"1470" "HOLT" "Pinus" 9250 2300.63004551244 2 584.53192942404 2
"1471" "HOLT" "Pinus" 9750 1799.49931715064 2 46.559442254395 2
"1472" "HOLT" "Pinus" 10250 1649.26646034342 1 0 2
"1473" "HOLT" "Pinus" 10750 1329.1264285122 1 0 2
"1474" "HOLT" "Poaceae" 200 161.093147019264 7 30.6920056068647 1.3
"1475" "HOLT" "Poaceae" 750 77.0607508555752 4 7.33828818740801 1.2
"1476" "HOLT" "Poaceae" 1250 76.8692964142611 3 20.7549710926896 1.2
"1477" "HOLT" "Poaceae" 1750 56.6212786284337 6 8.90918785776892 1.2
"1478" "HOLT" "Poaceae" 2250 42.6275878385385 5 11.1924303355483 1.1
"1479" "HOLT" "Poaceae" 2750 32.1456613129024 6 6.04050992388003 1.1
"1480" "HOLT" "Poaceae" 3250 35.0527639698877 5 10.8594580276528 1.1
"1481" "HOLT" "Poaceae" 3750 33.3617355270529 5 6.80258568053708 1.1
"1482" "HOLT" "Poaceae" 4250 26.1914726251255 5 4.55765808487292 1.1
"1483" "HOLT" "Poaceae" 4750 33.6849477421366 5 6.45290706980846 1.1
"1484" "HOLT" "Poaceae" 5250 23.4784468361145 5 3.92647373250542 1.1
"1485" "HOLT" "Poaceae" 5750 31.6154815505005 5 4.23415689321405 1.1
"1486" "HOLT" "Poaceae" 6250 44.3916388906657 4 8.32662106639276 1.1
"1487" "HOLT" "Poaceae" 6750 40.0844610718685 4 1.44327049520937 1.1
"1488" "HOLT" "Poaceae" 7250 78.2444514478178 3 10.8971091864707 1.2
"1489" "HOLT" "Poaceae" 7750 76.9504599662531 3 26.814814116698 1.2
"1490" "HOLT" "Poaceae" 8250 40.1990608545914 2 15.4611772517659 1.1
"1491" "HOLT" "Poaceae" 8750 103.813345294373 1 0 1.2
"1492" "HOLT" "Poaceae" 9250 91.258882869874 2 7.03320846062741 1.2
"1493" "HOLT" "Poaceae" 9750 52.2764337147759 2 12.647265355455 1.1
"1494" "HOLT" "Poaceae" 10250 56.5711450777425 1 0 1.2
"1495" "HOLT" "Poaceae" 10750 37.9750408146344 1 0 1.1
"1496" "HOLT" "Quercus" 200 12.5594795729616 7 2.18778848097763 1.1
"1497" "HOLT" "Quercus" 750 57.8134161787176 4 17.5418655013448 1.2
"1498" "HOLT" "Quercus" 1250 92.2655527078906 3 16.8101652844584 1.2
"1499" "HOLT" "Quercus" 1750 160.598257613611 6 19.6323279356464 1.3
"1500" "HOLT" "Quercus" 2250 137.932661869149 5 18.3521872141679 1.3
"1501" "HOLT" "Quercus" 2750 195.565817396185 6 40.0447109869183 1.3
"1502" "HOLT" "Quercus" 3250 242.8222967456 5 24.8771691747823 1.4
"1503" "HOLT" "Quercus" 3750 176.950944535845 5 24.8191741475705 1.3
"1504" "HOLT" "Quercus" 4250 167.701167543281 5 17.8949766530835 1.3
"1505" "HOLT" "Quercus" 4750 147.920070909235 5 8.39183770472205 1.3
"1506" "HOLT" "Quercus" 5250 115.344340112776 5 12.1963139190296 1.3
"1507" "HOLT" "Quercus" 5750 97.3490052224837 5 11.524823306802 1.2
"1508" "HOLT" "Quercus" 6250 63.9297556674467 4 8.58470011154271 1.2
"1509" "HOLT" "Quercus" 6750 51.4260288084694 4 11.4145764405522 1.2
"1510" "HOLT" "Quercus" 7250 82.5767571905589 3 23.850936227139 1.2
"1511" "HOLT" "Quercus" 7750 55.1718500101605 3 12.8757429191337 1.2
"1512" "HOLT" "Quercus" 8250 39.9413745670619 2 26.0263150404726 1.2
"1513" "HOLT" "Quercus" 8750 30.5333368512861 1 0 1.1
"1514" "HOLT" "Quercus" 9250 15.0731785510325 2 8.05437235026197 1.1
"1515" "HOLT" "Quercus" 9750 15.6358537724977 2 4.17873040716275 1.1
"1517" "HOLT" "Quercus" 10750 11.8672002545732 1 0 1.1
"1519" "HOLT" "Tilia" 750 2.16250461377518 4 2.16250461377518 1
"1520" "HOLT" "Tilia" 1250 7.3560083308451 3 7.3560083308451 1
"1521" "HOLT" "Tilia" 1750 6.71254409981603 6 3.65189448790176 1
"1522" "HOLT" "Tilia" 2250 23.4516697479695 5 7.25057834163207 1
"1523" "HOLT" "Tilia" 2750 32.7179575070287 6 6.8464576184456 1
"1524" "HOLT" "Tilia" 3250 46.7758218904507 5 10.344614429516 2
"1525" "HOLT" "Tilia" 3750 75.594017493792 5 6.80296044853428 2
"1526" "HOLT" "Tilia" 4250 115.738830142537 5 30.8921386141929 2
"1527" "HOLT" "Tilia" 4750 140.171887079131 5 30.5491228031154 3
"1528" "HOLT" "Tilia" 5250 128.689906474773 5 13.5531009135873 3
"1529" "HOLT" "Tilia" 5750 152.590325918518 5 18.5992619647622 3
"1530" "HOLT" "Tilia" 6250 152.722211563366 4 19.563622498938 3
"1531" "HOLT" "Tilia" 6750 86.9057880226726 4 15.4234392241492 2
"1532" "HOLT" "Tilia" 7250 15.0916480323495 3 7.85078918811255 1
"1533" "HOLT" "Tilia" 7750 8.31512555208883 3 8.31512555208883 1
"1534" "HOLT" "Tilia" 8250 4.12298060047091 2 4.12298060047091 1
"1540" "HOLT" "total_concetration" 200 2675.95540072315 7 343.664115222554 1
"1541" "HOLT" "total_concetration" 750 6340.47226315126 4 303.930669863784 2
"1542" "HOLT" "total_concetration" 1250 9065.91839138064 3 360.960045483602 2
"1543" "HOLT" "total_concetration" 1750 9174.30264864845 6 995.844376656644 2
"1544" "HOLT" "total_concetration" 2250 8902.16223558844 5 389.905580600017 2
"1545" "HOLT" "total_concetration" 2750 9194.08811252628 6 487.351902683752 2
"1546" "HOLT" "total_concetration" 3250 8851.80320834529 5 305.911046422578 2
"1547" "HOLT" "total_concetration" 3750 7457.70869113402 5 549.935715586496 2
"1548" "HOLT" "total_concetration" 4250 6941.81274414976 5 253.982602310331 2
"1549" "HOLT" "total_concetration" 4750 7442.13471304574 5 778.518735685294 2
"1550" "HOLT" "total_concetration" 5250 6640.86784902936 5 458.388361098925 2
"1551" "HOLT" "total_concetration" 5750 8486.13158791425 5 1006.82794660003 2
"1552" "HOLT" "total_concetration" 6250 8684.17413760826 4 673.113928154389 2
"1553" "HOLT" "total_concetration" 6750 8851.39023278537 4 377.28588829764 2
"1554" "HOLT" "total_concetration" 7250 10754.7693131822 3 256.456747602032 2
"1555" "HOLT" "total_concetration" 7750 10817.8252929153 3 653.19894305009 2
"1556" "HOLT" "total_concetration" 8250 9424.10290752638 2 1353.36838210458 2
"1557" "HOLT" "total_concetration" 8750 7743.25422548616 1 0 2
"1558" "HOLT" "total_concetration" 9250 5738.49392492785 2 1309.62721224163 2
"1559" "HOLT" "total_concetration" 9750 3738.68101064226 2 416.435729852525 1
"1560" "HOLT" "total_concetration" 10250 2639.26149920391 1 0 1
"1561" "HOLT" "total_concetration" 10750 2534.83397437684 1 0 1
"1562" "KLOT" "Alnus" 200 442.151200335395 8 93.4282293793848 2
"1563" "KLOT" "Alnus" 750 443.214901885203 4 115.536736085904 2
"1564" "KLOT" "Alnus" 1250 356.986676352597 4 83.8020551000064 1
"1565" "KLOT" "Alnus" 1750 422.689713445999 4 35.4784263999021 2
"1566" "KLOT" "Alnus" 2250 446.106048808672 7 45.7948403769023 2
"1567" "KLOT" "Alnus" 2750 424.070711150295 10 45.9914398884141 2
"1568" "KLOT" "Alnus" 3250 432.088718724027 12 30.6498054177676 2
"1569" "KLOT" "Alnus" 3750 510.414939832897 6 71.5901032224377 2
"1570" "KLOT" "Alnus" 4250 446.823730751432 4 42.1016092247735 2
"1571" "KLOT" "Alnus" 4750 568.904322171321 5 108.370863829509 2
"1572" "KLOT" "Alnus" 5250 649.537975743545 8 85.0117234588057 2
"1573" "KLOT" "Alnus" 5750 687.671451208136 6 85.2089037835593 2
"1574" "KLOT" "Alnus" 6250 683.286842915631 4 118.832834998589 2
"1575" "KLOT" "Alnus" 6750 1062.45485192587 4 165.717523828445 2
"1576" "KLOT" "Alnus" 7250 928.658385406547 4 104.854769500564 2
"1577" "KLOT" "Alnus" 7750 617.676982565304 5 137.37394442065 2
"1578" "KLOT" "Alnus" 8250 992.575713207416 4 75.8899851957477 2
"1579" "KLOT" "Alnus" 8750 930.705100843731 5 166.025434254147 2
"1580" "KLOT" "Alnus" 9250 559.986508104442 4 127.136363247734 2
"1581" "KLOT" "Alnus" 9750 0.401862305622937 3 0.401862305622937 1
"1582" "KLOT" "Betula" 200 947.927711788117 8 190.579116908657 1
"1583" "KLOT" "Betula" 750 1487.43708871467 4 238.464891750831 1
"1584" "KLOT" "Betula" 1250 1635.28511282193 4 243.054613095652 1
"1585" "KLOT" "Betula" 1750 1830.69027624588 4 212.642174288538 1
"1586" "KLOT" "Betula" 2250 2248.41836495955 7 219.085062277564 2
"1587" "KLOT" "Betula" 2750 2705.89899730411 10 114.046820130006 2
"1588" "KLOT" "Betula" 3250 3419.19634391891 12 290.521142516799 2
"1589" "KLOT" "Betula" 3750 3605.04234692906 6 386.608310139874 2
"1590" "KLOT" "Betula" 4250 3727.94077761965 4 394.319687890391 2
"1591" "KLOT" "Betula" 4750 3890.91656641205 5 366.442580523006 2
"1592" "KLOT" "Betula" 5250 4067.42485069008 8 266.255859860556 2
"1593" "KLOT" "Betula" 5750 3284.36225437987 6 292.615738330568 2
"1594" "KLOT" "Betula" 6250 3947.32373467364 4 88.8224863203372 2
"1595" "KLOT" "Betula" 6750 4196.45230444493 4 584.169168606744 2
"1596" "KLOT" "Betula" 7250 4031.31319225111 4 326.033607799818 2
"1597" "KLOT" "Betula" 7750 2272.10104172144 5 335.539665938745 2
"1598" "KLOT" "Betula" 8250 3423.21773519961 4 345.003537958585 2
"1599" "KLOT" "Betula" 8750 2103.82731255532 5 109.275923120614 2
"1600" "KLOT" "Betula" 9250 1519.03897653617 4 210.38804333867 1
"1601" "KLOT" "Betula" 9750 774.776663281988 3 92.5387007977767 1
"1603" "KLOT" "Carpinus" 750 4.6829008563969 4 2.72271687191435 1.1
"1604" "KLOT" "Carpinus" 1250 8.05910935444984 4 2.10691536198744 1.2
"1605" "KLOT" "Carpinus" 1750 7.2947345107516 4 4.260711160908 1.1
"1606" "KLOT" "Carpinus" 2250 1.31802721692589 7 0.86276204312362 1.1
"1607" "KLOT" "Carpinus" 2750 3.35791087828943 10 1.49966333698415 1.1
"1608" "KLOT" "Carpinus" 3250 1.28507046928136 12 0.685026914412373 1.1
"1609" "KLOT" "Carpinus" 3750 2.05840354928365 6 1.30184902143525 1.1
"1610" "KLOT" "Carpinus" 4250 1.15222825923426 4 1.15222825923426 1.1
"1611" "KLOT" "Carpinus" 4750 2.73147190446427 5 1.67552683514322 1.1
"1622" "KLOT" "Corylus" 200 6.00775928085396 8 2.94280323234697 1
"1623" "KLOT" "Corylus" 750 29.8245765669412 4 7.58137952596009 1
"1624" "KLOT" "Corylus" 1250 31.7403676833113 4 5.50881547443073 1
"1625" "KLOT" "Corylus" 1750 39.7175652178637 4 7.79521575349731 1
"1626" "KLOT" "Corylus" 2250 65.4698272742506 7 12.7889634855783 1
"1627" "KLOT" "Corylus" 2750 100.928936825548 10 8.04180537801098 1
"1628" "KLOT" "Corylus" 3250 131.005180023786 12 15.4711824586745 2
"1629" "KLOT" "Corylus" 3750 152.332925898302 6 31.3434635599258 2
"1630" "KLOT" "Corylus" 4250 143.802480023175 4 28.5200948968114 2
"1631" "KLOT" "Corylus" 4750 169.573784012311 5 29.0818338368693 2
"1632" "KLOT" "Corylus" 5250 216.883560058645 8 35.1123720896868 2
"1633" "KLOT" "Corylus" 5750 345.052562406751 6 68.0958165442763 3
"1634" "KLOT" "Corylus" 6250 851.907817699288 4 244.419250499604 4
"1635" "KLOT" "Corylus" 6750 995.986522626582 4 119.436830914051 4
"1636" "KLOT" "Corylus" 7250 325.929016949628 4 32.0829948996493 3
"1637" "KLOT" "Corylus" 7750 133.25962280958 5 27.2039924505519 2
"1638" "KLOT" "Corylus" 8250 142.417591637478 4 15.0361427420449 2
"1639" "KLOT" "Corylus" 8750 181.874627087727 5 22.9078955217323 2
"1640" "KLOT" "Corylus" 9250 169.030280931845 4 33.9663949248837 2
"1641" "KLOT" "Corylus" 9750 90.5745647217586 3 15.6682447238996 1
"1642" "KLOT" "Cyperaceae" 200 44.0600499201673 8 9.65622111145754 1
"1643" "KLOT" "Cyperaceae" 750 38.9859278351939 4 8.13598840745045 1
"1644" "KLOT" "Cyperaceae" 1250 25.9878046607623 4 11.2185757854876 1
"1645" "KLOT" "Cyperaceae" 1750 18.9059739077669 4 4.99702319549903 1
"1646" "KLOT" "Cyperaceae" 2250 15.0916681912037 7 3.21913739806241 1
"1647" "KLOT" "Cyperaceae" 2750 17.5698318671351 10 3.72003642180687 1
"1648" "KLOT" "Cyperaceae" 3250 26.0824515243789 12 2.4714861988243 1
"1649" "KLOT" "Cyperaceae" 3750 28.1875592206135 6 3.33787741401704 1
"1650" "KLOT" "Cyperaceae" 4250 28.8346961088957 4 7.04924842606382 1
"1651" "KLOT" "Cyperaceae" 4750 18.2254198478187 5 4.79298701207897 1
"1652" "KLOT" "Cyperaceae" 5250 24.5410111367688 8 5.21405441738667 1
"1653" "KLOT" "Cyperaceae" 5750 21.6002770306461 6 5.0488451648666 1
"1654" "KLOT" "Cyperaceae" 6250 24.1699938159424 4 3.92214232948373 1
"1655" "KLOT" "Cyperaceae" 6750 16.1029717112427 4 7.66782973134472 1
"1656" "KLOT" "Cyperaceae" 7250 19.0478094279573 4 8.64382354940956 1
"1657" "KLOT" "Cyperaceae" 7750 19.4966234647676 5 4.4855076662994 1
"1658" "KLOT" "Cyperaceae" 8250 30.4906209129966 4 11.8776946551452 1
"1659" "KLOT" "Cyperaceae" 8750 35.3482610179421 5 11.1564376020716 1
"1660" "KLOT" "Cyperaceae" 9250 54.3178256713638 4 6.92787605398802 1
"1661" "KLOT" "Cyperaceae" 9750 127.809449503914 3 13.2979890673233 2
"1663" "KLOT" "Fagus" 750 2.14459989385245 4 2.14459989385245 1.1
"1664" "KLOT" "Fagus" 1250 4.04730464783682 4 1.5166996389301 1.1
"1667" "KLOT" "Fagus" 2750 0.896724283934867 10 0.598288904073433 1.1
"1668" "KLOT" "Fagus" 3250 0.458794955007018 12 0.458794955007018 1.1
"1669" "KLOT" "Fagus" 3750 0.898241923124535 6 0.898241923124535 1.1
"1682" "KLOT" "Fraxinus" 200 1.0388823501656 8 0.570702131786013 1.1
"1683" "KLOT" "Fraxinus" 750 12.2320535297083 4 5.27336014997728 1.1
"1684" "KLOT" "Fraxinus" 1250 6.34974084946562 4 3.32592117813126 1.1
"1685" "KLOT" "Fraxinus" 1750 9.1438650391143 4 6.24711382147305 1.1
"1686" "KLOT" "Fraxinus" 2250 6.76832421087728 7 2.16482615775981 1.1
"1687" "KLOT" "Fraxinus" 2750 6.28186917484488 10 1.60493118320014 1.1
"1688" "KLOT" "Fraxinus" 3250 12.2951818726202 12 3.82852567120633 1.1
"1689" "KLOT" "Fraxinus" 3750 19.6189147449483 6 8.10337232613259 1.1
"1690" "KLOT" "Fraxinus" 4250 23.3284819969583 4 7.6404643474831 1.1
"1691" "KLOT" "Fraxinus" 4750 24.9909422902418 5 5.71322366904497 1.2
"1692" "KLOT" "Fraxinus" 5250 23.0730343881065 8 3.81868018924011 1.1
"1693" "KLOT" "Fraxinus" 5750 15.372437594255 6 3.6838198346687 1.1
"1694" "KLOT" "Fraxinus" 6250 51.9287721496022 4 31.0082205006557 1.2
"1695" "KLOT" "Fraxinus" 6750 34.8770227732315 4 11.7447609103776 1.2
"1696" "KLOT" "Fraxinus" 7250 15.1245328158692 4 2.96752669547844 1.1
"1697" "KLOT" "Fraxinus" 7750 6.27390382288268 5 2.06553466588595 1.1
"1698" "KLOT" "Fraxinus" 8250 4.51606245979873 4 4.51606245979873 1.1
"1699" "KLOT" "Fraxinus" 8750 6.61666157837652 5 3.36150046877592 1.1
"1700" "KLOT" "Fraxinus" 9250 1.21843333483545 4 1.21843333483545 1.1
"1701" "KLOT" "Fraxinus" 9750 0.401862305622937 3 0.401862305622937 1.1
"1702" "KLOT" "Juniperus" 200 113.886505191206 8 25.1331116349449 2
"1703" "KLOT" "Juniperus" 750 75.3724329910694 4 19.2568386079033 1
"1704" "KLOT" "Juniperus" 1250 13.8321329494855 4 2.76755962832372 1
